,BIN,House #,Street Name,Zip_code,Borough,Status,Number of DWT,Activity_Type,Activity_Year,Violation_Code,Law_Section,Violation_Text,Compliance_Year,Date_of_Occurrence,Summons_Number,BBL,Longitude,Latitude,Community_Board,Council_District,Census_Tract,NTA_Code
432,4446722.0,152-18,union turnpike,11367,queens,active,4.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871267412.0,4067137501.0,-73.811173,40.719316,408.0,24.0,77905.0,qn0801
433,4449601.0,54-09,100 street,11368,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871267421.0,4019370001.0,-73.860047,40.739741,404.0,21.0,44301.0,qn0402
434,4610630.0,1,bay club drive,11360,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871267440.0,4058937501.0,-73.782085,40.779012,407.0,19.0,99704.0,qn0703
440,4610766.0,2,bay club drive,11360,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871267550.0,4058937501.0,-73.781044,40.779194,407.0,19.0,99704.0,qn0703
441,4617823.0,42-14,crescent street,11101,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871267587.0,4004240025.0,-73.94095,40.750191,402.0,26.0,1903.0,qn0201
501,4210075.0,166-33,89 avenue,11432,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871268586.0,4098170030.0,-73.795179,40.708153,412.0,24.0,46000.0,qn1201
502,4210100.0,88-15,168 street,11432,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871268595.0,4098190003.0,-73.794231,40.709153,412.0,27.0,46000.0,qn1201
503,4210455.0,87-50,167 street,11432,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871268604.0,4098380062.0,-73.796044,40.710592,408.0,24.0,45400.0,qn0805
537,4614986.0,131-01,40 road,11354,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871268925.0,4050667507.0,-73.836155,40.755876,407.0,20.0,87100.0,qn0707
541,4006098.0,27-34,21 street,11102,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871268961.0,4005390039.0,-73.926515,40.771521,401.0,22.0,8300.0,qn0102
542,4047631.0,54-39,100 street,11368,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871268970.0,4019370001.0,-73.860033,40.73973,404.0,21.0,44301.0,qn0402
543,4443488.0,140-11,45 avenue,11355,queens,active,1.0,self-reported annual inspection,2021.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2021.0,01/24/2022,871268980.0,4051920001.0,-73.820618,40.752403,407.0,20.0,85900.0,qn0707
6259,4000019.0,27120,48 avenue,11109,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4000180001.0,-73.95644802,40.7445727,402.0,26.0,101.0,qn0201
6260,4000702.0,45-55,pearson street,11101,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4000840023.0,-73.944224,40.745187,402.0,26.0,1901.0,qn0201
6261,4003487.0,43-22,queens street,11101,queens,active,4.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4002660003.0,-73.939145,40.74707,402.0,26.0,1902.0,qn0201
6262,4003516.0,29-10,thomson avenue,11101,queens,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4002730001.0,-73.937602,40.745216,402.0,26.0,104.0,qn0201
6263,4003534.0,31-10,thomson avenue,11101,queens,not active,0.0,other,2021.0,0,0,0,2021.0,0,0.0,4002780001.0,-73.935022,40.744902,402.0,26.0,17902.0,qn0202
6264,4003538.0,47-04,van dam street,11101,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4002800017.0,-73.93401,40.742563,402.0,26.0,19901.0,qn0202
6265,4003540.0,30-30,47 avenue,11101,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4002820001.0,-73.936568,40.743168,402.0,26.0,19902.0,qn0202
6266,4004872.0,29-27,queens plaza north,11101,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4004030009.0,-73.93663,40.749915,401.0,26.0,3301.0,qn0105
6267,4005022.0,28-11,queens plaza north,11101,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4004170002.0,-73.938532,40.750223,401.0,26.0,3301.0,qn0105
6268,4005253.0,44 - 36,vernon blvd,11101,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4004520005.0,-73.952247,40.750402,402.0,26.0,1903.0,qn0201
6269,4005429.0,44-36,vernon blvd,11101,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4004520005.0,-73.952247,40.750402,402.0,26.0,1903.0,qn0201
6270,4005574.0,45514,27 avenue,11102,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4005100020.0,-73.93164981,40.77414637,401.0,22.0,8300.0,qn0102
6271,4020648.0,45403,27 avenue,11102,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4009090001.0,-73.93295637,40.77457532,401.0,22.0,8700.0,qn0102
6272,4028426.0,39-65,52 street,11377,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4012380006.0,-73.912226,40.746808,402.0,26.0,25100.0,qn0203
6273,4028427.0,3960,54 street,11377,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4012380040.0,-73.909736,40.746611,402.0,26.0,25100.0,qn0203
6274,4030340.0,40-33,69 street,11377,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4013010010.0,-73.896189,40.745678,402.0,26.0,26300.0,qn0203
6275,4030405.0,40-35,72 street,11377,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4013040007.0,-73.893442,40.74598,404.0,25.0,26501.0,qn0401
6276,4038182.0,81-11,45 avenue,11373,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4015270001.0,-73.88367,40.741537,404.0,25.0,48100.0,qn0401
6277,4043826.0,34-12,113 street,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4017560005.0,-73.855735,40.756473,403.0,21.0,38100.0,qn0303
6278,4045260.0,86-15,broadway,11373,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4018370104.0,-73.877274,40.738215,404.0,25.0,47300.0,qn0401
6279,4045971.0,90-59,56 avenue,11373,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4018570038.0,-73.871739,40.736098,404.0,25.0,45700.0,qn0401
6280,4047310.0,59-17,junction boulevard,11373,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180001.0,-73.864774,40.734606,404.0,21.0,45500.0,qn0402
6281,4047313.0,96-04,57 avenue,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180045.0,-73.865062,40.736848,404.0,21.0,45500.0,qn0402
6282,4047314.0,96-02,57 avenue,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180050.0,-73.865062,40.736848,404.0,21.0,45500.0,qn0402
6283,4047315.0,96-10,57 avenue,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180052.0,-73.864614,40.736982,404.0,21.0,45500.0,qn0402
6284,4047317.0,97-20,57 avenue,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180060.0,-73.863441,40.737335,404.0,21.0,45500.0,qn0402
6285,4047319.0,97-30,57 avenue,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180065.0,-73.863022,40.737458,404.0,21.0,45500.0,qn0402
6286,4047321.0,98-30,57 avenue,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180070.0,-73.861173,40.738027,404.0,21.0,45500.0,qn0402
6287,4047323.0,98-40,57 avenue,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180075.0,-73.86104,40.738068,404.0,21.0,45500.0,qn0402
6288,4047330.0,98-25,horace harding expressway,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180090.0,-73.859814,40.735687,404.0,21.0,45500.0,qn0402
6289,4047332.0,98-15,horace harding expressway,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180097.0,-73.860461,40.735498,404.0,21.0,45500.0,qn0402
6290,4047333.0,97-15,horace harding expressway,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180105.0,-73.86176,40.735121,404.0,21.0,45500.0,qn0402
6291,4047335.0,97-05,horace harding expressway,11368,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4019180108.0,-73.862381,40.734943,404.0,21.0,45500.0,qn0402
6292,4050128.0,92-29,queens boulevard,11374,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4020757501.0,-73.867651,40.732399,406.0,24.0,71702.0,qn0601
6293,4050412.0,61-15,97 street,11374,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4020820107.0,-73.862434,40.733991,406.0,24.0,71702.0,qn0601
6294,4050421.0,62-60,99 street,11374,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4020860040.0,-73.85756,40.733469,406.0,24.0,71701.0,qn0601
6295,4050482.0,97-77,queens boulevard,11374,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4020920001.0,-73.858501,40.728721,406.0,29.0,71701.0,qn0601
6296,4050857.0,64-34,102 street,11374,queens,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4021140034.0,-73.853192,40.730944,406.0,29.0,72100.0,qn0602
6297,4051250.0,102-01,66 road,11375,queens,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4021310016.0,-73.852016,40.729265,406.0,29.0,71304.0,qn0602
6298,4051254.0,66-36,yellowstone boulevard,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4021330036.0,-73.849383,40.728995,406.0,29.0,71304.0,qn0602
6299,4052235.0,69-10,108 street,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022120014.0,-73.84537,40.724684,406.0,29.0,73900.0,qn0602
6300,4052241.0,70-20,108 street,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022150001.0,-73.844264,40.722536,406.0,29.0,73900.0,qn0602
6301,4052288.0,69-45,108 street,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022207501.0,-73.844907,40.723824,406.0,29.0,73900.0,qn0602
6302,4052342.0,70-31,108 street,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022230001.0,-73.843966,40.721992,406.0,29.0,73900.0,qn0602
6303,4052343.0,108-48,70 road,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022230020.0,-73.843723,40.722422,406.0,29.0,73900.0,qn0602
6304,4052344.0,108-37,71 avenue,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022230038.0,-73.843353,40.721785,406.0,29.0,73900.0,qn0602
6305,4052352.0,109-33,71 road,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022247501.0,-73.842156,40.721374,406.0,29.0,73900.0,qn0602
6306,4052574.0,110-50,71 road,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022350025.0,-73.840792,40.721762,406.0,29.0,75702.0,qn0602
6307,4052585.0,110-11,queens boulevard,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022370001.0,-73.840507,40.719923,406.0,29.0,75702.0,qn0602
6308,4052598.0,11045,queens boulevard,11375,queens,not active,0.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4022380001.0,-73.839098,40.719295,406.0,29.0,75701.0,qn0602
6309,4052598.0,11045,queens boulevard,11375,queens,not active,0.0,nyc health department audit & inspection,2021.0,0,0,0,2019.0,0,0.0,4022380001.0,-73.839098,40.719295,406.0,29.0,75701.0,qn0602
6310,4052598.0,11045,queens boulevard,11375,queens,not active,0.0,nyc health department audit & inspection,2021.0,0,0,0,2020.0,0,0.0,4022380001.0,-73.839098,40.719295,406.0,29.0,75701.0,qn0602
6311,4064886.0,87-14,57 road,11373,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4028587501.0,-73.87417,40.73306,404.0,30.0,47500.0,qn0401
6312,4074627.0,98-01,67 avenue,11374,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4031550027.0,-73.855697,40.72389,406.0,30.0,71306.0,qn0602
6313,4074666.0,98-05,67 avenue,11374,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4031560133.0,-73.855599,40.72417,406.0,30.0,71306.0,qn0602
6314,4075226.0,6787,booth street,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4031730070.0,-73.851893,40.724769,406.0,29.0,71305.0,qn0602
6315,4077993.0,108-18,queens blvd,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4032560001.0,-73.843365,40.721168,406.0,29.0,73700.0,qn0602
6316,4078024.0,109-10,queens boulevard,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4032580001.0,-73.841585,40.72038,406.0,29.0,73700.0,qn0602
6317,4078805.0,73-37,austin street,11375,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4032930064.0,-73.839409,40.717717,406.0,29.0,76901.0,qn0602
6318,4079260.0,83-60,118 street,11415,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4033210043.0,-73.834324,40.705529,409.0,29.0,13400.0,qn0901
6319,4080105.0,82-67,austin street,11415,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4033530001.0,-73.830043,40.709678,409.0,29.0,77500.0,qn0901
6320,4080126.0,83-00,talbot street,11415,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4033550106.0,-73.828881,40.709723,409.0,29.0,13800.0,qn0901
6321,4080169.0,125-10,queens blvd,11415,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4033607501.0,-73.826231,40.712313,409.0,29.0,21601.0,qn0901
6322,4083254.0,680,fairview avenue,11385,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4034780031.0,-73.905058,40.706235,405.0,30.0,58900.0,qn0502
6323,4094962.0,90-60,union turnpike,11385,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4038800097.0,-73.855129,40.706636,406.0,32.0,63900.0,qn0503
6324,4100745.0,130-30,31 avenue,11354,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4043600001.0,-73.839086,40.76925,407.0,19.0,90700.0,qn0701
6325,4103995.0,166-25,powells cove boulevard,11357,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4045740080.0,-73.79719,40.793952,407.0,19.0,99100.0,qn0702
6326,4112947.0,140-16,34 avenue,11354,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4049940017.0,-73.826984,40.76652,407.0,20.0,116100.0,qn0707
6327,4113585.0,14205,roosevelt avenue,11354,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4050200001.0,-73.826166,40.760566,407.0,20.0,86500.0,qn0707
6328,4115368.0,133-24,sanford avenue,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051210017.0,-73.830434,40.755884,407.0,20.0,84902.0,qn0707
6329,4115369.0,133-38,sanford ave,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051217501.0,-73.830423,40.75589,407.0,20.0,84902.0,qn0707
6330,4115898.0,43-23,colden street,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051370005.0,-73.824981,40.752536,407.0,20.0,79701.0,qn0707
6331,4115899.0,42-55,colden street,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051370011.0,-73.825943,40.753415,407.0,20.0,79701.0,qn0707
6332,4115900.0,42-49,colden street,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051370012.0,-73.825993,40.753462,407.0,20.0,79701.0,qn0707
6333,4115902.0,138-10,franklin avenue,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051370055.0,-73.82596,40.75498,407.0,20.0,79701.0,qn0707
6334,4115903.0,43-10,kissena boulevard,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051370067.0,-73.82444,40.755247,407.0,20.0,79701.0,qn0707
6335,4115904.0,43-32,kissena boulevard,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051370084.0,-73.8239,40.75479,407.0,20.0,79701.0,qn0707
6336,4115905.0,43-44,kissena boulevard,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051370093.0,-73.823626,40.754562,407.0,20.0,79701.0,qn0707
6337,4115906.0,43-70,kissena boulevard,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051370102.0,-73.823129,40.754138,407.0,20.0,79701.0,qn0707
6338,4116411.0,138-52,elder avenue,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051450049.0,-73.822642,40.752749,407.0,20.0,84500.0,qn0705
6339,4116933.0,42-22,union street,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051807502.0,-73.82468,40.75722,407.0,20.0,85700.0,qn0707
6340,4117041.0,14227,franklin avenue,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4051810046.0,-73.823051,40.756576,407.0,20.0,85700.0,qn0707
6341,4117390.0,45-25,kissena boulevard,11355,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4052000052.0,-73.820331,40.751765,407.0,20.0,120500.0,qn0705
6342,4131229.0,209-90,23 avenue,11360,queens,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4058937501.0,-73.781604,40.779077,407.0,19.0,99704.0,qn0703
6343,4137890.0,42-41,201 street,11361,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4062590016.0,-73.782865,40.758999,411.0,19.0,146300.0,qn1101
6344,4141870.0,65-30,kissena boulevard,11367,queens,active,2.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4065170001.0,-73.814703,40.736707,408.0,24.0,80900.0,qn0801
6345,4160990.0,220-55,46 avenue,11361,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4074740050.0,-73.759283,40.760127,411.0,19.0,147100.0,qn1102
6346,4196899.0,89-06,135 street,11418,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4093630033.0,-73.81696,40.70076,409.0,29.0,14202.0,qn0902
6347,4196910.0,90-28,van wyck expressway,11418,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4093640001.0,-73.815519,40.699972,409.0,29.0,14202.0,qn0902
6348,4206485.0,123-40,83 avenue,11415,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4096310232.0,-73.827001,40.711375,409.0,29.0,21601.0,qn0901
6349,4206486.0,123-60,83 avenue,11415,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4096310241.0,-73.82664,40.711518,409.0,29.0,21601.0,qn0901
6350,4208858.0,89-25,parsons boulevard,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4097580001.0,-73.80147,40.705471,412.0,27.0,44601.0,qn1201
6351,4208859.0,89-15,parsons boulevard,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4097580006.0,-73.801509,40.705537,412.0,27.0,44601.0,qn1201
6352,4208864.0,160-10,89 avenue,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4097580021.0,-73.800314,40.706246,412.0,27.0,44601.0,qn1201
6353,4208882.0,89-09,162 street,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4097610036.0,-73.799061,40.706571,412.0,27.0,44601.0,qn1201
6354,4209597.0,91-14,merrick boulevard,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4097950001.0,-73.794337,40.706367,412.0,27.0,46000.0,qn1201
6355,4209734.0,89-00,170 street,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4098030024.0,-73.791081,40.709438,412.0,27.0,46000.0,qn1201
6356,4210057.0,164-30,hillside avenue,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4098140026.0,-73.797827,40.709118,412.0,24.0,44602.0,qn1201
6357,4210599.0,175-05,wexford terrace,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4098450012.0,-73.788334,40.71245,408.0,24.0,46600.0,qn0804
6358,4213185.0,183-11,hillside avenue,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4099500057.0,-73.778683,40.7139,408.0,24.0,47200.0,qn0804
6359,4214012.0,147-36,94 avenue,11435,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4099997501.0,-73.806271,40.699257,412.0,27.0,20800.0,qn1201
6360,4215603.0,150-14,jamaica avenue,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4100920006.0,-73.804192,40.702193,412.0,27.0,24000.0,qn1201
6361,4215623.0,162-10,jamaica avenue,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4101020004.0,-73.797596,40.704364,412.0,27.0,44601.0,qn1201
6362,4215630.0,94-20,guy brewer blvd,11433,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4101040043.0,-73.795578,40.702532,412.0,27.0,24600.0,qn1201
6363,4216197.0,163-18,jamaica avenue,11432,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4101510007.0,-73.796524,40.704799,412.0,27.0,44601.0,qn1201
6364,4298968.0,711,seagirt avenue,11691,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4156100001.0,-73.742187,40.595996,414.0,31.0,101002.0,qn1401
6365,4301620.0,1925,seagirt boulevard,11691,queens,active,1.0,self-reported annual inspection,2021.0,0,0,0,2021.0,0,0.0,4158100025.0,-73.753454,40.595128,414.0,31.0,99802.0,qn1401
